CTID,species,tissue_class,tissue_type,uberonongology_id,cancer_type,major_cell_type,cell_name,cellontology_id,marker,Symbol,GeneID,Genetype,Genename,UNIPROTID,PMID,Paper_Title,journal,year,technology_type_for_discovery,technology_platform_for_discovery,Phenotype_type,Phenotype_label,model_type,technology_type_for_validation,technology_platform_for_validation,evidence_type,Phenotype_evidence,curator
CT274,Human,Ovary,Ovary,,Ovarian carcinoma,T cell,CD8+ TEX cells,,,"CTLA4, HAVCR2, LAG3, PDCD1, SIRPA, TIGIT",,,,,35675036,Single-Cell RNA Sequencing Reveals the Tissue Architecture in Human High-Grade Serous Ovarian Cancer,Clinical cancer research,2022,single cell transcriptome,10× Genomics,Biological phenotype,frequency suppressed,mice,flow cytometry,BD Biosciences,protein,TIGIT blockade significantly suppressed the frequency of TIGITþ-CD8þ T cells in tumors (Fig. 6F and G).,
CT275,Human,Ovary,Ovary,,Ovarian carcinoma,Cancer cell,MHC Class II expressing cancer cells,,,"CD74, HLA-DRA",,,,,32572264,A single-cell landscape of high-grade serous ovarian cancer,Nature Medicine,2020,single cell transcriptome,SMART-seq2 and 10x Genomic,Biological phenotype,existence,clinical samples,Immunofluorescence staining,"Abcam, ThermoFisher Science",protein,We confirmed the expression of the MHC Class II module in CNV-bearing malignant cells (Extended Fig. 6g) and showed by immunofluorescence staining of independent primary HGSOC tumors the presence of a  subpopulation of MHC Class II expressing cancer cells (among other cells that express  MHC Class II) (Fig. 3f).,
CT276,Human,Ovary,Ovary,,Ovarian carcinoma,Cancer cell,stress-associated cell,,,"JUN, FOS, IL6, TNF, CXCR4, SNAI1, VIM, GADD45B, MCL1",,,,,35196078,Longitudinal single-cell RNA-seq analysis reveals stress-promoted chemoresistance in metastatic ovarian cancer,Science advances,2022,single cell transcriptome,10× Genomics,Clinical phenotype,shorter progression-free survival time,clinical samples,survival analysis,analysis,clinical data,"Kaplan-Meier survival analysis indicated that patients with stress high tumors at diagnosis have significantly shorter progression-free  survival (PFS) time (log-rank test, P = 0.0037; Fig. 5A).",
CT277,Human,Ovary,Ovary,,Ovarian carcinoma,Cancer cell,stress-associated cell,,,"JUN, FOS, IL6, TNF, CXCR4, SNAI1, VIM, GADD45B, MCL1",,,,,35196078,Longitudinal single-cell RNA-seq analysis reveals stress-promoted chemoresistance in metastatic ovarian cancer,Science advances,2022,single cell transcriptome,10× Genomics,Biological phenotype,higher proportion,clinical samples,RNAscope,"RNAscope Multiplex Fluorescent Reagent Kit version 2 (#323100, Advanced Cell Diagnostics)",RNA,"The RNA-ISH stress score was significantly correlated (R = 0.81,  permutation test, P < 10−5) with the scRNA-seq stress score in the  matched samples (Fig. 3D). Moreover, the post-NACT samples had  significantly higher RNA-ISH stress scores in comparison with the  treatment-naïve samples (Fig. 3E; permutation test, P = 0.00124),  confirming the increase in the stress-associated signature after  chemotherapy.",
CT278,Human,Ovary,Ovary,,Ovarian carcinoma,macrophage,M1-TAMS,,,"IGHG1, LAP3, CTSS",,,,,34621670,Integration of scRNA-Seq and Bulk RNA-Seq to Analyse the Heterogeneity of Ovarian Cancer Immune Cells and Establish a Molecular Risk Model,Frontiers in immunology,2021,single cell transcriptome,10× Genomics,Clinical phenotype,better survival,clinical samples,survival analysis,analysis,clinical data,"The results of survival analysis showed that the patients with a high abundance of M1-TAMS had better survival (Figures 4B, C). The Kaplan-Meier curves of patients with different proportions of M1-like myeloid cells:(B) are disease free interval (DFI) (C) overall survival (OS).",
CT279,Human,Ovary,Ovary,,Ovarian carcinoma,Cancer cell,lineage A1 cells,,,"CCN1, HSP90AA1",,,,,35969151,Single-Cell Dissection of the Multiomic Landscape of High-Grade Serous Ovarian Cancer,Cancer research,2022,single cell transcriptome,Smart-seq2,Biological phenotype,migration,cell line SKOV3 and ES2,Transwell Assays,"transwell chambers (Coring,#3422)",protein,We knocked out CCN1 using the CRISPR-Cas9 system in ovarian cancer cell line SKOV3 and ES2 (Fig. 7B; Supplementary Fig. S7B). Results showed that knockout of CCN1 significantly restrained the migration and invasion of cancer cells by wound healing assay and transwell assays (Fig. 7C and D; Supplementary Figs. S7A and S7C). We inhibited HSP90AA1 using the HSP90a inhibitor TAS-116. We revealed that TAS-116 can dose dependently inhibit ovarian cancer cell migration and invasion (Fig. 7E–G; Supplementary Figs. S7D–S7F).,
CT280,Human,Ovary,Ovary,,Ovarian carcinoma,Fibroblast,CAF,,,"COL16A1, COL5A2, GREM1, LUM, SRPX, TIMP3",,,,,35874760,Integrative Analysis From Multicenter Studies Identifies a WGCNA-Derived Cancer-Associated Fibroblast Signature for Ovarian Cancer,Frontiers in immunology,2022,single cell transcriptome,BioRad droplet digital SEQ Single-cell Isolator,Biological phenotype,expression,clinical samples,Immunohistochemistry (IHC) staining,"Autostainer 480® instruments (Lab Vision, Freemont, CA, USA)",protein,"We analyzed IHC images from the HPA database, and the section showed that GREM1 and LUM proteins were deeply stained in the stroma (Figure 10F).",
CT281,Human,Ovary,Ovary,,Ovarian carcinoma,Fibroblast,CAF,,,"COL16A1, COL5A2, GREM1, LUM, SRPX, TIMP3",,,,,35874760,Integrative Analysis From Multicenter Studies Identifies a WGCNA-Derived Cancer-Associated Fibroblast Signature for Ovarian Cancer,Frontiers in immunology,2022,single cell transcriptome,BioRad droplet digital SEQ Single-cell Isolator,Biological phenotype,recruitment,clinical samples,Immunofluorescence staining,Servicebio,protein,"Interestingly, there was a recruitment of Treg cells (green) around the CAF cells (pink) in patients with primary tumors (Figure 2A), especially in the recurrent samples, where a larger number of Treg cells clustered to the prominent part of the CAF cells (Figure 2B). CD8+ cells (red) were rarely seen around CAF cells in both samples.",
CT282,Human,Ovary,Ovary,,Ovarian carcinoma,Fibroblast,CAF,,,"COL16A1, COL5A2, GREM1, LUM, SRPX, TIMP3",,,,,35874760,Integrative Analysis From Multicenter Studies Identifies a WGCNA-Derived Cancer-Associated Fibroblast Signature for Ovarian Cancer,Frontiers in immunology,2022,single cell transcriptome,BioRad droplet digital SEQ Single-cell Isolator,Clinical phenotype,poorer OS,clinical samples,survival analysis,analysis,clinical data,"In the GPL570 meta-cohort, the results showed that higher CAF infiltration and stromal score were significantly associated with poorer overall survival (OS) in OC patients (Figure 2C).",
CT283,Human,Ovary,Ovary,,Ovarian carcinoma,T cell, TRM-like T-cells,,,"CD45, CD3, CD8, CD69, CD103",,,,,35427494,Ovarian cancer immunogenicity is governed by a narrow subset of progenitor tissue-resident memory T cells,Cancer cell,2022,single cell transcriptome,10× Genomics,Biological phenotype,existence,mice,flow cytometry,BD Biosciences,protein,"To functionally validate the protective role of TRM-like T-cells in vivo, we transferred (intratumorally, to bypass defective traf ficking to tumor beds), ovalbumin (OVA)-specific OT-I T cells into flank (p53/KRas-dependent) OVAlow-UPK10 ovarian tumors developed in congenic mice (Rutkowski et al., 2015; Scarlett et al., 2012; Zhu et al., 2016) (Figure 2F). After 7 days,  40% of tumor antigen-specific TILs acquired a TRM-like phenotype, while the rest remained as CD103neg (recirculating) lymphocytes (Figure 2G), which were also found in blood (Figure S1J).",
CT284,Human,Ovary,Ovary,,Ovarian carcinoma,T cell, TRM-like T-cells,,,"CD45, CD3, CD8, CD69, CD103",,,,,35427494,Ovarian cancer immunogenicity is governed by a narrow subset of progenitor tissue-resident memory T cells,Cancer cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,improved OS,clinical samples,survival analysis,analysis,clinical data,"Supporting previ ous reports (Webb et al., 2014), high ratios of TRM-like versus re circulating CD8+ TILs were associated with improved overall survival, both in total tumor and specifically in PCK+ tumor islets (Figures 5C and S6A).",
CT285,Human,Ovary,Ovary,,Ovarian carcinoma,T cell,TRMstem TILs,,,"CD45.2, CD3, CD8, CD69, CD103, IL7R, TCF1",,,,,35427494,Ovarian cancer immunogenicity is governed by a narrow subset of progenitor tissue-resident memory T cells,Cancer cell,2022,single cell transcriptome,10× Genomics,Biological phenotype,existence,clinical samples,multiplex Immunofluorescence staining,"PerkinElmer OPAL TM 7-Color Automation IHC kit (Waltham, MA)",protein,"To verify the protective role of TRMstem TILs in human ovarian cancer, we next performed multiplex immunofluorescence on 122 different annotated HGSOCs (Figure 5B).",
CT286,Human,Ovary,Ovary,,Ovarian carcinoma,T cell,TRMstem TILs,,,"CD45.2, CD3, CD8, CD69, CD103, IL7R, TCF1",,,,,35427494,Ovarian cancer immunogenicity is governed by a narrow subset of progenitor tissue-resident memory T cells,Cancer cell,2022,single cell transcriptome,10× Genomics,Clinical phenotype,improved OS,clinical samples,survival analysis,analysis,clinical data,Tumor infiltration by CD3+ CD8+ CD103low CD69+ TRM-like cells expressing the TRMstem markers TCF1 was also strongly associated with superior outcome (Figure 5E).,
CT287,Human,Ovary,Ovary,,Ovarian carcinoma,T cell,TRMstem TILs,,,"CD45.2, CD3, CD8, CD69, CD103, IL7R, TCF1",,,,,35427494,Ovarian cancer immunogenicity is governed by a narrow subset of progenitor tissue-resident memory T cells,Cancer cell,2022,single cell transcriptome,10× Genomics,Biological phenotype,existence,mice,flow cytometry,BD Biosciences,protein,"Taken together, these results suggested that the qual ity of T cell priming and persistence of tumor antigen in the TME, are required for the formation and maintenance of a TRMstem cell pool with hybrid features of stemness and tissue residency, which generates waves of TRM-like cells that, through the active recog nition of tumor antigen, progressively reach exhaustion.",
CT288,Human,Ovary,Ovary,,Ovarian carcinoma,macrophage,M2-like macrophage,,,"C1q, FTL, SPP1",,,,,36725186,Integrated immunogenomic analysis of single-cell and bulk tissue transcriptome profiling unravels a macrophage activation paradigm associated with immunologically and clinically distinct behaviors in ovarian cancer,Journal of advanced research,2023,single cell transcriptome,10× Genomics,Clinical phenotype,poor OS,clinical samples,survival analysis,analysis,clinical data,"Survival analysis showed that patients with low infiltration of naïve CD4 T cells, resting memory CD4 T cells, M2 macrophages or eosino phils had a significantly longer OS than those with high infiltration, whereas patients with low infiltration of activated CD4 memory T cells, M0 macrophages or M1 macrophages had a significantly shorter OS than those with high infiltration (Fig. 1B and Supple mentary Fig. 2).",
CT289,Human,Ovary,Ovary,,Ovarian carcinoma,macrophage,M2-like macrophage,,,"C1q, FTL, SPP1",,,,,36725186,Integrated immunogenomic analysis of single-cell and bulk tissue transcriptome profiling unravels a macrophage activation paradigm associated with immunologically and clinically distinct behaviors in ovarian cancer,Journal of advanced research,2023,single cell transcriptome,10× Genomics,Biological phenotype,lower proortion,clinical samples,Immunohistochemistry (IHC) staining,Abcam,protein,"To further validate the clinical significance of macrophages in OV, we conducted an immunohisto chemistry assay to investigate the expression of M1 macrophage marker (CD86) and M2 macrophage marker (CD206) of 17 OV patients (including 10 patients with recurrence and 7 patients without recurrence). As shown in Fig. 1D, the expression level of CD86 in non recurrent patient tissues is significantly higher than recurrent patient tissues (P = 0.034), whereas the expression level of CD206 in non-recurrent patient tissues is significantly lower than recurrent patient tissues (P = 0.009) (Fig. 1D).",
CT290,Human,Ovary,Ovary,,Ovarian carcinoma,macrophage,M1-like macrophage,,,"CCL7, CCL20, IL6",,,,,36725186,Integrated immunogenomic analysis of single-cell and bulk tissue transcriptome profiling unravels a macrophage activation paradigm associated with immunologically and clinically distinct behaviors in ovarian cancer,Journal of advanced research,2023,single cell transcriptome,10× Genomics,Clinical phenotype,better OS,clinical samples,survival analysis,analysis,clinical data,"Survival analysis showed that patients with low infiltration of naïve CD4 T cells, resting memory CD4 T cells, M2 macrophages or eosino phils had a significantly longer OS than those with high infiltration, whereas patients with low infiltration of activated CD4 memory T cells, M0 macrophages or M1 macrophages had a significantly shorter OS than those with high infiltration (Fig. 1B and Supple mentary Fig. 2).",
CT291,Human,Ovary,Ovary,,Ovarian carcinoma,macrophage,M1-like macrophage,,,"CCL7, CCL20, IL6",,,,,36725186,Integrated immunogenomic analysis of single-cell and bulk tissue transcriptome profiling unravels a macrophage activation paradigm associated with immunologically and clinically distinct behaviors in ovarian cancer,Journal of advanced research,2023,single cell transcriptome,10× Genomics,Biological phenotype,higher proortion,clinical samples,Immunohistochemistry (IHC) staining,Abcam,protein,"To further validate the clinical significance of macrophages in OV, we conducted an immunohisto chemistry assay to investigate the expression of M1 macrophage marker (CD86) and M2 macrophage marker (CD206) of 17 OV patients (including 10 patients with recurrence and 7 patients without recurrence). As shown in Fig. 1D, the expression level of CD86 in non recurrent patient tissues is significantly higher than recurrent patient tissues (P = 0.034), whereas the expression level of CD206 in non-recurrent patient tissues is significantly lower than recurrent patient tissues (P = 0.009) (Fig. 1D).",
CT292,Human,Ovary,Ovary,,Ovarian carcinoma,Cancer cell,STC1+ cells,,,STC1,,,,,35392966,"Stanniocalcin 1 promotes metastasis, lipid metabolism and cisplatin chemoresistance via the FOXC2/ITGB6 signaling axis in ovarian cancer",Journal of Experimental & Clinical Cancer Research,2022,single cell transcriptome,10× Genomics,Biological phenotype,higher proortion,clinical samples,Immunohistochemistry (IHC) staining,"Abcam, R&D, Proteintech",protein,"After  that, we conducted an IHC assay of three types of tissues from TMAs and determined that STC1 expression was  higher in tumor and peritoneal metastasis tissues than in  para-carcinoma tissues, which verifed the results of sin gle-cell sequencing (Fig. 1C-D).",
